vehiculo,nombre_original,nombre,posicion,stock,ubicacion,precio,ultimo_precio,venta,nota,observaciones,fecha_ingesta_estimada,hash_contenido,calidad_datos,requiere_revision
OPTRA 2009,CINTA DE AIRBAG,Cinta DE Airbag,,DISPONIBLE,SANTIAGO,0,0,,,Precio es 0 - probablemente sin precio; Último precio es 0 - probablemente sin precio,2025-09-15 02:14:41,6f7b42ea8e8c69c0dcb51620a8950a6f48cd45bfb721ddd1a2392fc200ec9c7d,75,NO
OPTRA 2009,COLUMNA DE DIRECCIÓN,Columna DE Dirección,,DISPONIBLE,SANTIAGO,0,0,,,Precio es 0 - probablemente sin precio; Último precio es 0 - probablemente sin precio,2025-09-15 02:14:41,1686ddfe335e041610566ec4cc4988e9d4cd8181a7f87199ee7e504056b41c20,75,NO
OPTRA 2009,CREMALLERA DE DIRECCIÓN,Cremallera DE Dirección,,DISPONIBLE,SANTIAGO,0,0,,,CREMALLERA mal escrito (debería ser CREMALLERA); Precio es 0 - probablemente sin precio; Último precio es 0 - probablemente sin precio,2025-09-15 02:14:41,a1af08618757017a6bf3fb221389d9d5d424874416a840c345635e783be6dfb4,65,SI
OPTRA 2009,CUERPO DE ACELERACIÓN,Cuerpo DE Aceleración,,DISPONIBLE,SANTIAGO,45000.0,40000.0,,,,2025-09-15 02:14:41,c0e5f085422af9bc93e564b2897ea774f92d7bb36a59e914da63b71be29f0d62,100,NO
OPTRA 2009,CUNA,CUNA,,VENDIDO,SANTIAGO,0,0,,,Precio es 0 - probablemente sin precio; Último precio es 0 - probablemente sin precio,2025-08-16 02:14:41,1947f232a40545273fc0fc4df5595d91065cf38ed8ddc76476381e070cc0e9c5,85,NO
OPTRA 2009,DISCO DE FRENO TRASERO LH,Disco DE Freno,Izquierda Trasera,DISPONIBLE,SANTIAGO,15000.0,10000.0,,REVISAR SI SON TRASEROS LOS QUE ESTÁN ACÁ,FRENO mal escrito (debería ser FRENO); DISCO mal escrito (debería ser DISCO); Posición LH detectada; Posición TRASERO detectada,2025-09-15 02:14:41,396870b18c8608f1e49bd2c50794a05e1db5428f69b2f43c493a49fd0f8e2558,90,NO
OPTRA 2009,DISCO DE FRENO TRASERO RH,Disco DE Freno,Derecha Trasera,DISPONIBLE,SANTIAGO,15000.0,10000.0,,REVISAR SI SON TRASEROS LOS QUE ESTÁN ACÁ,FRENO mal escrito (debería ser FRENO); DISCO mal escrito (debería ser DISCO); Posición RH detectada; Posición TRASERO detectada,2025-09-15 02:14:41,d72bfdaadeb09692bb5f63302c13789a9c3620fdb1dcfe2b19e8201bc62a2859,90,NO
OPTRA 2009,FOCO INTERIOR LUZ TECHO,FOCO Interior LUZ Techo,,DISPONIBLE,SANTIAGO,0,0,,,Precio es 0 - probablemente sin precio; Último precio es 0 - probablemente sin precio,2025-09-15 02:14:41,0781545aae22270efb2e1cb3c8c2643aa87ca84899d899917c891c31ee70ed0b,75,NO
OPTRA 2009,GUARDAFANGO DELANTERO LH,Guardafango,Izquierda Delantera,DISPONIBLE,SANTIAGO,0,0,,,Posición LH detectada; Posición DELANTERO detectada; Precio es 0 - probablemente sin precio; Último precio es 0 - probablemente sin precio,2025-09-15 02:14:41,2d4a94f0b165d3376e132a0ab3aeb690207eb1ae02ea0a9961cf373c57064590,75,NO
OPTRA 2009,GUARDAFANGO DELANTERO RH,Guardafango,Derecha Delantera,DISPONIBLE,SANTIAGO,0,0,,,Posición RH detectada; Posición DELANTERO detectada; Precio es 0 - probablemente sin precio; Último precio es 0 - probablemente sin precio,2025-09-15 02:14:41,b1c984a4c002b7674de33a9ab4c84c70fc161276764efd4d8fd359d638cb9b8d,75,NO
OPTRA 2009,GUARDAFANGO TRASERO LR,Guardafango LR,Trasera,DISPONIBLE,SANTIAGO,0,0,,,Posición TRASERO detectada; Precio es 0 - probablemente sin precio; Último precio es 0 - probablemente sin precio,2025-09-15 02:14:41,61098bf7b1ca6d4cd554982832719490e5c69fca36fc38eb65e3ed215f806d37,75,NO
OPTRA 2009,GUARDAFANGO TRASERO RH,Guardafango,Derecha Trasera,DISPONIBLE,SANTIAGO,0,0,,,Posición RH detectada; Posición TRASERO detectada; Precio es 0 - probablemente sin precio; Último precio es 0 - probablemente sin precio,2025-09-15 02:14:41,b45f91c83952a2105b0258661f9b71d035f38204bb375d78a275e31d1d0c8107,75,NO
OPTRA 2009,KIT DE AIRBAG,KIT DE Airbag,,DISPONIBLE,SANTIAGO,150000.0,140000.0,,,KIT indica múltiples piezas,2025-09-15 02:14:41,748618e2206c03bd67f21a72bb7ddda77949d0b682ee9cd785677c1e9999da65,100,NO
OPTRA 2009,LLANTA CON NEUMÁTICO 1,Llanta CON Neumático 1,,DISPONIBLE,SANTIAGO,0,0,,,LLANTA mal escrito (debería ser LLANTA); Precio es 0 - probablemente sin precio; Último precio es 0 - probablemente sin precio,2025-09-15 02:14:41,0a63052ce45d5aa570aaaefda2376fd869204a205c17e05d3f1cf3a2b294f813,65,SI
OPTRA 2009,MALETA,Maleta,,VENDIDO,,30000.0,25000.0,,,Sin ubicación especificada,2025-08-16 02:14:41,2631d0424b0fc05d0a48783853f69a0fd142c28e009673085f15359e9df29ff6,90,NO
OPTRA 2009,MANILLA EXTERIOR DELANTERA RH,Manilla Exterior,Derecha Delantera,VENDIDO,SANTIAGO,10000.0,10000.0,,,Posición RH detectada; Posición DELANTERA detectada,2025-08-16 02:14:41,d57d1f7f9371192a47c219c5591c7ae7efa86f85325c5811b13ce7dff79719a5,100,NO
OPTRA 2009,MANILLA INTERIOR PUERTA DELANTERA RH,Manilla Interior Puerta,Derecha Delantera,DISPONIBLE,SANTIAGO,0,0,,,Posición RH detectada; Posición DELANTERA detectada; Precio es 0 - probablemente sin precio; Último precio es 0 - probablemente sin precio,2025-09-15 02:14:41,2bc77b0b5dd9a71ca130a569f2af705ad8b79426703fe8b1cb5279237a70d4c4,75,NO
OPTRA 2009,MAZA Y RODAMIENTO DELANTERO LH,MAZA Y Rodamiento,Izquierda Delantera,DISPONIBLE,,45000.0,40000.0,,,RODAMIENTO mal escrito (debería ser RODAMIENTO); Posición LH detectada; Posición DELANTERO detectada; Sin ubicación especificada,2025-09-15 02:14:41,1d6f50f50a0196a8232e9cb2abc2660effcfd54d3a248ddbcc61aa8c1076bbbb,80,NO
OPTRA 2009,MAZA Y RODAMIENTO DELANTERO RH,MAZA Y Rodamiento,Derecha Delantera,DISPONIBLE,,45000.0,40000.0,,,RODAMIENTO mal escrito (debería ser RODAMIENTO); Posición RH detectada; Posición DELANTERO detectada; Sin ubicación especificada,2025-09-15 02:14:41,4f93fe97e45ec9fd8dcfecd3d71d78a19d5ae218664419eea50b355dde2c0f5f,80,NO
OPTRA 2009,MOLDURA PUERTA DELANTERA LH,Moldura Puerta,Izquierda Delantera,DISPONIBLE,SANTIAGO,0,0,,,Posición LH detectada; Posición DELANTERA detectada; Precio es 0 - probablemente sin precio; Último precio es 0 - probablemente sin precio,2025-09-15 02:14:41,a4e887839cbc6c81378e17ed8e29773f944bd197f3d663fc55c5c286b3a1e86d,75,NO
OPTRA 2009,MOLDURA PUERTA DELANTERA RH,Moldura Puerta,Derecha Delantera,DISPONIBLE,SANTIAGO,0,0,,,Posición RH detectada; Posición DELANTERA detectada; Precio es 0 - probablemente sin precio; Último precio es 0 - probablemente sin precio,2025-09-15 02:14:41,c0db762b4ec85e4402f7031b28fe0df283d811b4604a21738b8932f177a1f716,75,NO
OPTRA 2009,MOLDURA PUERTA TRASERA LH,Moldura Puerta,Izquierda Trasera,DISPONIBLE,SANTIAGO,0,0,,,Posición LH detectada; Posición TRASERA detectada; Precio es 0 - probablemente sin precio; Último precio es 0 - probablemente sin precio,2025-09-15 02:14:41,0096282b3b7327d8a476e2b453a5a45abe6d72b90ad30ea92f3ed8d7c48ff784,75,NO
OPTRA 2009,MOLDURA PUERTA TRASERA RH,Moldura Puerta,Derecha Trasera,DISPONIBLE,SANTIAGO,0,0,,,Posición RH detectada; Posición TRASERA detectada; Precio es 0 - probablemente sin precio; Último precio es 0 - probablemente sin precio,2025-09-15 02:14:41,c4572c61ea20afe86fd36169bdf5b80e9913a65f68514bfad31615703541045d,75,NO
OPTRA 2009,PALANCA DE CAMBIOS,Palanca DE Cambios,,DISPONIBLE,SANTIAGO,0,0,,,Precio es 0 - probablemente sin precio; Último precio es 0 - probablemente sin precio,2025-09-15 02:14:41,dd7003caac7057a9ae01dd64539970a1579e10b6639da6d32763edc94bc24231,75,NO
OPTRA 2009,PIOLAS PALANCA DE CAMBIO,Piolas Palanca DE Cambio,,DISPONIBLE,SANTIAGO,0,0,,,Precio es 0 - probablemente sin precio; Último precio es 0 - probablemente sin precio,2025-09-15 02:14:41,bf00c00779f91d7fb82d4958658d621990d170a295b37c9c50ba1153bef01980,75,NO
OPTRA 2009,PUERTA PUERTA DELANTERA LH,Puerta Puerta,Izquierda Delantera,VENDIDO,SANTIAGO,0,0,,,Posición LH detectada; Posición DELANTERA detectada; Tiene 'PUERTA PUERTA' duplicado; Precio es 0 - probablemente sin precio; Último precio es 0 - probablemente sin precio,2025-08-16 02:14:41,37b64ff67d5e48f9c1bd540beb3ede0a49807824a666be740b23cb3dde7ad2f7,80,NO
OPTRA 2009,PUERTA PUERTA DELANTERA RH,Puerta Puerta,Derecha Delantera,DISPONIBLE,SANTIAGO,30000.0,25000.0,,,Posición RH detectada; Posición DELANTERA detectada; Tiene 'PUERTA PUERTA' duplicado,2025-09-15 02:14:41,1dcbf62531dd61d3143a02f592f67753e0ffd53fbe449bc4d2332ceab35c1328,95,NO
OPTRA 2009,PUERTA TRASERA LH,Puerta,Izquierda Trasera,DISPONIBLE,SANTIAGO,30000.0,25000.0,,,Posición LH detectada; Posición TRASERA detectada,2025-09-15 02:14:41,55e4a7d63d210519090c181204a7b5dc04fd6bc28dca1aea9006442dc53759ba,100,NO
OPTRA 2009,PUERTA TRASERA RH,Puerta,Derecha Trasera,DISPONIBLE,SANTIAGO,30000.0,25000.0,,,Posición RH detectada; Posición TRASERA detectada,2025-09-15 02:14:41,903fc21618fcecebf3a5162bbe06750aa416e1bf602a113b5f1687db417e27b5,100,NO
OPTRA 2009,RADIO,Radio,,VENDIDO,SANTIAGO,0,0,,,Precio es 0 - probablemente sin precio; Último precio es 0 - probablemente sin precio,2025-08-16 02:14:41,e290e7df78f3e40da2bb4ba508f0bc6a47c57c79a73b098a29f0017315b07a3a,85,NO
OPTRA 2009,TAPA DE BENCINA EXTERIOR,TAPA DE Bencina Exterior,,DISPONIBLE,SANTIAGO,0,0,,,Precio es 0 - probablemente sin precio; Último precio es 0 - probablemente sin precio,2025-09-15 02:14:41,3708da84984df3cfe5d66d32c1ae28fdd281aef606f60f4bf54851798c7314d2,75,NO
OPTRA 2009,TELECOMANDO INTERMITENTES,Telecomando Intermitentes,,DISPONIBLE,SANTIAGO,0,0,,,Precio es 0 - probablemente sin precio; Último precio es 0 - probablemente sin precio,2025-09-15 02:14:41,ce32838bd16971101a54b4d861d30396e1d90898dd489d2de549e71e20947e2b,75,NO
OPTRA 2009,TELECOMANDO LIMPIAPARABRISAS,Telecomando Limpiaparabrisass,,DISPONIBLE,SANTIAGO,0,0,,,LIMPIAPARABRISA mal escrito (debería ser LIMPIAPARABRISAS); Precio es 0 - probablemente sin precio; Último precio es 0 - probablemente sin precio,2025-09-15 02:14:41,ea176170834c2c32b16fc01e21c734c463cdb3425eaa298858d3002b3f5c42b6,65,SI
OPTRA 2009,VIDRIO LUNETA TRASERA LH,Vidrio Luneta,Izquierda Trasera,DISPONIBLE,,18000.0,15000.0,,,Posición LH detectada; Posición TRASERA detectada; Sin ubicación especificada,2025-09-15 02:14:41,753cede1a1e4d4d09aab1c3ad2695dc45142ac247f01f419df6735d7f839b0c7,90,NO
OPTRA 2009,VIDRIO LUNETA TRASERA RH,Vidrio Luneta,Derecha Trasera,VENDIDO,SANTIAGO,18000.0,15000.0,,,Posición RH detectada; Posición TRASERA detectada,2025-08-16 02:14:41,a06597a59de5c5b320cb4076032b153c08a54e89216d33f28637d5d4664108b7,100,NO
OPTRA 2009,VOLANTE,Volante,,DISPONIBLE,SANTIAGO,30000.0,25000.0,,,VOLANTE mal escrito (debería ser VOLANTE),2025-09-15 02:14:41,ef9fc2739f760c8d271bff720dac5c3ced59a635c867c0024948e7cda17f490b,90,NO
